feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
4438,St. John's Wort flowers with buds,0.85,False,0.95,0.9474,,"All images show the distinctive yellow petals with prominent stamens characteristic of Hypericum (St. John's Wort) plants, consistently featuring red/burgundy buds alongside open yellow flowers."
4677,Tweezers and surgical forceps,0.92,False,0.95,0.9474,,"Images consistently show narrow, pointed metallic instruments with two prongs or arms that converge at a tip, characteristic of tweezers, forceps, or similar precision gripping tools."
4797,Blazer jacket front closure,0.92,False,0.95,0.9474,,All images show the front of wool blazers/sport coats with visible button closures and lapels in various neutral tones.
4829,Coniferous evergreen trees,0.95,False,0.95,0.9474,,"All images prominently feature coniferous trees (pines, spruces, firs) with characteristic pyramidal/conical shapes and dense evergreen foliage."
4809,Forest with prominent tree trunks,0.92,False,0.95,0.9524,,"All images show woodland or forest scenes where vertical tree trunks are a salient visual feature, regardless of season, lighting, or foliage density."
4866,Fern fronds and fern-like foliage,0.92,False,0.95,0.9524,,"All images show ferns or fern-like plants with characteristic feathery, pinnately-divided fronds with a distinctive branching pattern."
4877,Dense leafy tree canopy,0.95,False,0.95,0.9524,,"All images show full, verdant tree foliage photographed from below or at close range, emphasizing the dense coverage of green leaves against sky."
4807,Mint or herb plant foliage,0.85,False,0.95,0.9524,,Images consistently show herbaceous plants with characteristic opposite-arranged leaves typical of mint family (Lamiaceae) plants or similar culinary herbs like basil.
4869,Stacked firewood storage structures,0.95,False,0.95,0.9524,,"All images show firewood logs neatly stacked and stored in various types of shelters, sheds, or outdoor structures with distinctive wooden or metal frameworks."
4872,African buffalo with curved horns,0.95,False,0.95,0.9524,,"All images feature African buffalo (Cape buffalo) characterized by their distinctive curved horns, dark coloring, and robust build in various natural settings."
4847,Spherical fruits with textured skin,0.95,False,0.95,0.9524,,"Images predominantly feature round citrus fruits (oranges, lemons, apples) with characteristic dimpled or textured surfaces, often photographed with dramatic lighting that emphasizes their spherical form and surface detail."
4883,Red currants or pomegranate arils,0.85,False,0.95,0.9524,,"All images show clustered red spherical fruits/seeds with glossy surfaces, either red currants or pomegranate arils, often displayed on cream or pastry."
4885,Lilac flowers in bloom,0.95,False,0.95,0.9524,,All images consistently show clusters of small purple/pink flowers with characteristic lilac morphology and green foliage.
4882,Small clustered flowers in bloom,0.92,False,0.95,0.9524,,"Images consistently show dense clusters of small individual flowers arranged together, ranging in color from yellow to white to pink, characteristic of flowering plants in their blooming stage."
4886,Flowers with prominent stamens or stamen structures,0.85,False,0.95,0.9474,,"The images consistently show flowers photographed to emphasize their central stamen structures, which appear as radiating filaments or pronounced center features."
4888,The Kaaba in Mecca,0.95,False,0.95,0.9474,,"All images show the distinctive black cubic structure of the Kaaba, the central shrine of Islam, either in isolation or surrounded by pilgrims in various settings including aerial views and different angles."
4850,Flower centers with radiating petals,0.95,False,0.95,0.9524,,All images show close-up views of flower centers (typically daisy-like or gazania flowers) with prominent yellow disk florets and radiating colored petals.
4896,Military uniforms and insignia,0.95,False,0.95,0.9524,,"All images feature people wearing formal military dress uniforms with distinctive insignia, medals, embroidered details, and rank badges."
4880,Small clustered flowers in dense inflorescences,0.92,False,0.95,0.9524,,"All images show flowers with small individual blooms grouped together in tight clusters or panicles, including varieties like phlox, ixora, asclepias, and similar flowering plants with clustered bloom patterns."
4900,Cooked protein on plate,0.85,False,0.95,0.9524,,"Images consistently show prepared meat dishes (fish, poultry, pork) served on plates as main courses."
4862,Red berries on branches,0.95,False,0.95,0.9524,,"All images show clusters of bright red spherical berries (likely rowan, hawthorn, or similar) on woody branches, often photographed against sky or in natural outdoor settings."
4860,Milk or dairy liquid in containers,0.95,False,0.95,0.9524,,"All images show white/cream-colored liquid (milk, cream, or dairy products) in various cooking vessels and containers."
4852,Dead or bare trees,0.95,False,0.95,0.9474,,"All images show leafless trees with exposed branches and trunks, photographed from below against sky backgrounds, characteristic of dead, burned, or severely pruned trees."
4894,Judo competition throws and grappling,0.95,False,0.95,0.9474,,All images show two athletes in white and blue judo uniforms engaged in throwing or grappling techniques during competitive matches.
4891,Herons and egrets,0.95,False,0.95,0.9524,,"All images show wading birds with characteristic long necks, slender bodies, and long legs, predominantly white or blue-gray in color, typical of herons and egrets."
4876,Red or reddish plant stems and branches,0.92,False,0.95,0.9474,,"The images consistently show thin, linear plant stems or branches with distinctive red, burgundy, or dark reddish coloration, often bare of leaves and photographed in close-up."
4781,Aster flowers,0.92,False,0.95,0.9524,,"All images show dense clusters of small daisy-like flowers with thin petals in purple, blue, pink, and white colors, characteristic of asters in full bloom."
4870,Venice gondolas and canals,0.95,False,0.95,0.9474,,"All images feature the distinctive gondolas and waterways characteristic of Venice, Italy, with multiple shots showing the iconic black boats and canal architecture."
4928,Large deciduous trees with full canopy,0.95,False,0.95,0.9524,,"All images feature mature trees with dense, leafy crowns that have a characteristic rounded or spreading silhouette, captured in various lighting conditions and settings."
4926,Pink/magenta flowers with green foliage,0.95,False,0.95,0.9524,,All images consistently show dense clusters of pink to magenta colored flowers (likely dianthus or similar flowering plants) growing among green stems and foliage.
4947,Commercial aircraft in flight,0.98,False,0.95,0.9474,,"All images show passenger airplanes photographed from below during flight, captured against blue sky backgrounds."
4922,Granular spice powders and grains,0.92,False,0.95,0.9524,,"Images consistently show close-up views of finely ground spices, seasonings, grains, and powders with granular textures in various warm earth tones and colors."
4946,Purple mushrooms with pale stems,0.92,False,0.95,0.9524,,All images consistently show fungi with distinctive purple/dark caps and lighter-colored cylindrical stems in natural forest settings.
4920,Cars and vehicles on roads,0.85,False,0.95,0.9474,,"All images show automobiles, motorcycles, or bicycles captured on streets, roads, or highways in urban/suburban settings."
4951,Flowering trees and branches,0.92,False,0.95,0.9474,,"Images consistently show blooming flowers on branches, with emphasis on clustered blossoms (red, pink, yellow, white) on tree limbs against sky or foliage."
4941,Small white delicate flowers on thin stems,0.92,False,0.95,0.9474,,"All images show clusters or sprays of tiny white flowers with delicate petals distributed along thin, branching stems in natural green backgrounds."
4808,Flags waving on flagpoles,0.95,False,0.95,0.9474,,"The feature detects flags (primarily national flags) mounted on poles against sky backgrounds, with emphasis on the fluttering, rippling fabric texture and pole structures."
4979,Purple and pink clustered flowers,0.95,False,0.95,0.9524,,"All images show dense clusters of small tubular or daisy-like flowers in shades of purple, pink, and white, characteristic of plants like phlox, bergamot, or asters."
4977,Yellow flowers with hanging bell-shaped petals,0.92,False,0.95,0.9474,,"All images feature yellow drooping tubular or bell-shaped flowers characteristic of plants like golden seal, corydalis, or similar pendant-flowering species."
4975,Ornate carnival or amusement park entrance gates,0.92,False,0.95,0.9524,,"All images show decorative architectural facades featuring large stylized face sculptures with radiating crowns or halos, colorful geometric patterns, and bold primary colors typical of carnival or theme park entrances."
4963,Small dogs and flowers,0.35,True,0.95,0.9474,,"The montage mixes images of small dogs (various breeds) with purple/pink flowers and foliage, but no single unified visual concept ties all 16 images together coherently."
4972,Overhead power lines and electrical wires,0.95,False,0.95,0.9474,,"All images prominently feature tangled utility power lines, electrical cables, and poles against various sky backgrounds."
4989,Croissants and laminated pastries,0.95,False,0.95,0.9524,,"All images show croissants or similar flaky, crescent-shaped laminated pastries with characteristic golden-brown, buttery, layered appearance."
4987,Alpine mountain valley landscape,0.92,False,0.95,0.9474,,"Images consistently show valleys nestled between mountains with Alpine architecture, green meadows, and often churches with spires characteristic of Alpine regions like Austria, Switzerland, or Tyrol."
4997,Herb plant foliage and leaves,0.85,False,0.95,0.9524,,"Images predominantly show culinary and medicinal herbs like parsley, cilantro, and similar leafy green plants with characteristic finely divided or lobed foliage."
5020,Yellow flowering plants and blossoms,0.95,False,0.95,0.9524,,"All images show bright yellow flowers in various stages of bloom, ranging from clustered small flowers to larger individual blooms."
5003,Shelves with stored containers and jars,0.95,False,0.95,0.9524,,"All images show shelving units (pantries, cabinets, or wall shelves) densely packed with bottles, jars, containers, and packaged goods organized vertically."
5010,Compact and mid-size cars,0.92,False,0.95,0.9474,,"All images show sedans and compact vehicles from various manufacturers, predominantly featuring personal automobiles in the compact to mid-size class."
5017,Green grass or lawn,0.98,False,0.95,0.9524,,"All 16 images show dense green grass or grassy fields viewed from above or close proximity, with consistent vegetation texture and bright green coloration."
4932,Purple and blue daisy-like flowers,0.95,False,0.95,0.9474,,"All images show densely packed flowers with prominent dark centers and radiating petals in shades of purple, blue, and white, characteristic of osteospermum or similar composite flowers."
5038,Structural lattice and cross-bracing,0.92,False,0.95,0.9524,,"Images consistently show intersecting linear structural elements forming geometric X or lattice patterns in bridges, towers, and industrial infrastructure."
5012,geysers erupting with steam and water,0.95,False,0.95,0.9474,,"All images show characteristic geyser eruptions with tall vertical jets of water and steam shooting upward from geothermal features, primarily appearing to be from Yellowstone National Park."
5036,Small white or pale pink flowers in clusters,0.95,False,0.95,0.9524,,"All images show delicate four-petaled flowers (likely Cardamine or similar crucifer species) with white to pale pink coloring, yellow stamens, and clustered growth patterns on green stems."
5057,Pink or magenta flowers with yellow centers,0.95,False,0.95,0.9474,,All images show clusters of small pink/magenta flowers with distinctive yellow-green centers against green foliage backgrounds.
5065,Power strips and surge protectors,0.95,False,0.95,0.9474,,"All images show electrical power distribution devices with multiple outlet slots arranged in rows, characterized by rectangular form factors with power sockets."
5063,Red apples,0.98,False,0.95,0.9474,,"All images consistently show red or reddish apples in various contexts (whole, held, photographed from different angles and lighting)."
5062,Lettuce and leafy greens,0.95,False,0.95,0.9524,,"The images consistently show lettuce varieties (iceberg, romaine, butter lettuce) in various preparation states including raw heads, shredded, and in dishes."
5054,Metal structural beams and girders,0.92,False,0.95,0.9524,,"Images consistently show metal framework, beams, and girders from industrial, bridge, or construction structures, often featuring intersecting angles and rivets."
5077,Fire and flames,0.98,False,0.95,0.9524,,"All 16 images prominently feature active fires with visible flames, ranging from wildfires and building fires to industrial explosions and controlled burns."
5072,Pantyhose and hosiery on legs,0.95,False,0.95,0.9474,,"All images show legs wearing various types of pantyhose, tights, or hosiery in different colors and styles."
5076,White daisy flowers with yellow centers,0.95,False,0.95,0.9474,,"All images show daisy-like flowers with predominantly white petals and yellow disk centers, consistently appearing across variations in bloom stage and clustering."
5049,Ceramic bowls and vessels,0.92,False,0.95,0.9524,,"All images show shallow bowls or bowl-like ceramic vessels with various glazes, colors, and finishes, viewed from above or at an angle to emphasize their curved form."
5098,rare or medium-rare cooked red meat,0.95,False,0.95,0.9524,,"All images show sliced or plated beef with pink/red interior characteristic of undercooked preparation, often served as steaks or roasts."
5093,Mobile phones and handheld devices,0.95,False,0.95,0.9524,,"Images consistently show various mobile phones, smartphones, and handheld communication devices from different eras, often held in hands or displayed individually."
5090,Golden Retriever dogs with balls,0.92,False,0.95,0.9474,,Nearly all images feature Golden or Yellow Labradors prominently with tennis balls or ball toys visible in the scene.
5056,Martial arts and grappling mats,0.92,False,0.95,0.9474,,"The images consistently show people engaged in martial arts, wrestling, or grappling activities on colored training mats (red, yellow, blue) in gym or dojo settings."
5109,Chess game being played,0.98,False,0.95,0.9524,,"All images show people actively engaged in playing chess, with visible chessboards and pieces in various settings from casual to competitive tournaments."
5128,Industrial control valves and regulators,0.92,False,0.95,0.9474,,"All images show various types of mechanical valves and regulators used in industrial piping systems, characterized by metal construction, control mechanisms, and symmetric valve designs."
5110,Small delicate flowers on green stems,0.85,False,0.95,0.9524,,"All images show wildflowers or garden flowers with small, prominent blooms (white, yellow, or pink) rising above green foliage in natural or cultivated settings."
5102,Rivers and streams in forested canyons,0.92,False,0.95,0.9474,,All images feature flowing water (rivers or streams) surrounded by dense green vegetation and rocky terrain in gorge or canyon settings.
5052,Flower blooms and petals,0.95,False,0.95,0.9524,,"All images contain flowering plants with visible petals in various colors (purple, white, yellow, pink, magenta), capturing the blooming stage of flowers."
5104,Cloth diapers with decorative snaps,0.92,False,0.95,0.9524,,All images show fabric diapers (cloth nappies) with visible snap closures or decorative button/snap details in various colors and patterns.
5123,Clustered flowering shrub blossoms,0.92,False,0.95,0.9524,,"All images show dense clusters of small, tubular or funnel-shaped flowers characteristic of plants like azaleas, rhododendrons, and similar ornamental flowering shrubs."
5120,High-heeled women's shoes,0.98,False,0.95,0.9474,,"All 16 images show women's dress shoes with elevated heels, featuring various colors, materials, and heel heights in a consistent footwear category."
5136,Pesto or green herb paste,0.95,False,0.95,0.9474,,"All images show vibrant green paste-like preparations in bowls, on utensils, or as coatings, consistent with pesto or similar basil-based herb sauces."
5145,Large institutional dining halls,0.92,False,0.95,0.9474,,"All images show expansive communal dining spaces with long tables, characteristic of hospitals, schools, military facilities, or similar institutions from historical periods."
5147,Red and orange flowers with yellow centers,0.95,False,0.95,0.9524,,"All images show warm-colored flowers (predominantly red, orange, and pink) with prominent yellow stamen centers, likely nasturtiums or similar flowering plants."
5137,Spherical fruits in dense arrangement,0.92,False,0.95,0.9524,,"The feature activates on tightly packed, round fruits (citrus, apples, limes, etc.) photographed from above or at close range, emphasizing their spherical form and collective density."
5048,Feathery compound leaves and fronds,0.85,False,0.95,0.9474,,"Most images show fine, delicate, feather-like leafy structures with thin pinnate or finely divided foliage, characteristic of ferns and similar plants."
5148,Blue flowers with yellow stamens,0.95,False,0.95,0.9474,,All images consistently show blue or purple flowers featuring prominent yellow stamens and white filaments in the center.
5070,Dense vertical tree trunks and stems,0.92,False,0.95,0.9524,,"Nearly all images show thick clusters of thin, parallel vertical tree trunks or plant stems creating a distinctive linear pattern, whether in forests, bamboo groves, or reed beds."
5112,Brick residential houses,0.95,False,0.95,0.9474,,"All images show residential buildings constructed primarily with brick material, featuring various architectural styles and periods but unified by brick as the dominant exterior material."
5159,Fern fronds with feathery leaves,0.95,False,0.95,0.9474,,"All images show ferns with characteristic bipinnate or feathery leaf structure, predominantly bright green coloring, with most appearing to be potted indoor plants."
5135,Durian fruit spiky surface,0.95,False,0.95,0.9474,,"All images show durian fruits, characterized by their distinctive dense, sharp spike patterns covering spherical fruit bodies in various colors from green to brown."
5175,Fresh produce at farmers market or produce stand,0.85,False,0.95,0.9524,,"All images show colorful vegetables and produce (beans, radishes, peppers, tomatoes, cucumbers) displayed at outdoor markets or farm stands with characteristic wooden crates and bulk arrangement."
5174,Agave plants in cultivated fields,0.95,False,0.95,0.9474,,Nearly all images show agave plants (likely blue agave) growing in organized agricultural rows with characteristic spiky blue-green leaves and reddish soil.
5168,Peony flowers with full ruffled petals,0.95,False,0.95,0.9474,,"All images show peonies characterized by their distinctive layered, densely packed petals in pink, white, or purple hues."
5067,Small utility trucks and vans,0.85,False,0.95,0.9474,,"All images show compact, boxy utility vehicles with cargo beds, typically used for commercial/service purposes, characterized by their small footprint and functional design."
5194,Liquid in a bowl or cup,0.92,False,0.95,0.9524,,"All images show various liquids (milk, soup, tea, broth, or similar beverages) viewed from above in containers, with consistent focus on the surface of the liquid."
5125,Chronograph watches with subdials,0.95,False,0.95,0.9524,,"All images show wristwatches featuring chronograph functionality with multiple subdials/complications, typically displaying elapsed time tracking mechanisms."
5163,Red and yellow flowers,0.95,False,0.95,0.9474,,"All images show flowers with characteristic red/dark centers and bright yellow petals, consistent with coreopsis or similar daisy-like flowers."
5205,Plumeria flowers with radiating petals,0.92,False,0.95,0.9474,,"All images feature plumeria (frangipani) flowers characterized by 5-petaled blooms with distinctive bi-colored or gradient coloring, often pink/yellow/white combinations with prominent central stamens."
5140,Washington Monument obelisk structure,0.85,False,0.95,0.9474,,"The feature detects the iconic tall white obelisk monument, often reflected in water and framed by trees or architectural elements in Washington D.C."
5192,Violin,0.98,False,0.95,0.9524,,"All images show violins from various angles, lighting conditions, and backgrounds, consistently displaying the characteristic body shape, strings, bow, and scroll."
5173,Eucalyptus trees and groves,0.92,False,0.95,0.9524,,"All images feature eucalyptus trees characterized by their distinctive pale, peeling bark, tall straight trunks, and sparse foliage in various landscape settings."
5207,Coffee cup with beverage,0.95,False,0.95,0.9474,,"All images show cups containing coffee or espresso, typically photographed from above with saucers and various cup styles."
5197,White flowers in clusters or panicles,0.94,False,0.95,0.9524,,"All images show small white flowers arranged in dense clusters or paniculate inflorescences, likely representing aquatic or wetland flowering plants."
5178,Columbine flowers with spurred petals,0.85,False,0.95,0.9474,,"All images show columbine (Aquilegia) flowers characterized by distinctive backward-projecting spurs on their petals, in various colors ranging from white and yellow to pink and purple."
5198,Thermostats and temperature control displays,0.92,False,0.95,0.9474,,"Images show various residential thermostats with digital and analog displays, predominantly featuring temperature readouts and climate control interfaces."
5165,Dark green squash or acorn squash,0.85,False,0.95,0.9474,,"Images predominantly show dark green to black ribbed squash varieties, primarily acorn and similar winter squash types, with characteristic vertical ridging patterns."
5211,Coniferous tree cones and needles,0.92,False,0.95,0.9524,,"All images show coniferous trees (pine, spruce, fir) with distinctive needle foliage and prominent cones in various colors (brown, red, purple)."
5176,Pink or magenta flowers,0.95,False,0.95,0.9524,,"All 16 images feature small pink/magenta flowers, likely dianthus or similar flowering plants, with consistent color and bloom morphology across natural outdoor settings."
5264,Red tubular flowers with dark centers,0.95,False,0.95,0.9474,,"All images show red tubular or funnel-shaped flowers, predominantly Sturt's Desert Pea or similar species, with characteristic dark purple/black centers or throat markings."
5085,Purple or reddish foliage plants,0.85,False,0.95,0.9474,,"The feature activates on ornamental plants and shrubs exhibiting purple, burgundy, or red-tinted leaves, often including varieties like coleus, alternanthera, or other foliage plants with non-green pigmentation."
5186,Leafy green vegetables,0.95,False,0.95,0.9524,,"All images show close-up views of leafy greens like kale, lettuce, and broccoli with characteristic crinkled or textured green foliage."
5269,Tree trunks and branches,0.92,False,0.95,0.9524,,"All images prominently feature tree trunks, bark, and branch structures photographed from various angles and distances."
5185,Beer bottle labels,0.95,False,0.95,0.9524,,"All images show close-up views of alcoholic beer beverage labels with text, branding, and decorative designs."
5181,Yellow dandelion flowers,0.95,False,0.95,0.9474,,"All images show yellow dandelions with characteristic radial petal structure, either in bloom or seed head stage, in various natural settings."
5295,Red and white striped vegetables,0.92,False,0.95,0.9474,,All images show radicchio or similar vegetables with distinctive red/burgundy and white radial striping patterns.
5296,Moroccan earthen kasbahs and fortified towers,0.92,False,0.95,0.9474,,"Images consistently show reddish-brown clay and adobe fortified structures, primarily Moroccan kasbahs and defensive towers with distinctive architectural features like crenellations and arched doorways."
5260,Open storage boxes and cases,0.92,False,0.95,0.9474,,"All images show various types of containers, cases, or boxes in open or partially open positions, revealing their interior spaces."
5228,Morning glory flowers with radiant centers,0.95,False,0.95,0.9524,,"All images show morning glory flowers characterized by their distinctive radial petal patterns and bright luminous centers, with colors ranging from purple to magenta to blue."
5157,Flowers with yellow centers,0.95,False,0.95,0.9524,,"All images show flowers (primarily daisies and gerberas) featuring prominent yellow disk-shaped centers with radiating petals in warm colors (red, pink, magenta)."
5248,Red flowering shrubs and trees,0.95,False,0.95,0.9524,,"All images show densely clustered red or pink flowers blooming on branches, characteristic of ornamental flowering plants like camellias, azaleas, or similar shrubs."
5101,Pendulous tubular flower clusters,0.92,False,0.95,0.9474,,"Images consistently show flowers with hanging, bell-shaped or tubular blooms arranged in drooping clusters, characteristic of genera like Rhododendron, Pieris, and similar ornamental plants."
5315,Llamas and alpacas,0.95,False,0.95,0.9474,,"All images show domesticated South American camelids, primarily llamas and alpacas, characterized by their long necks, woolly coats, and distinctive body shape."
5314,office telephone handset and keypad,0.95,False,0.95,0.9474,,"All images show various models of landline office phones with physical keypads and connected handsets, primarily from the 1980s-2000s era."
5152,Pink and purple clustered flowers,0.92,False,0.95,0.9474,,"All images show densely packed, multi-petaled flowers in pink, purple, or lavender tones with visible central stamens, characteristic of clustered floral structures."
5283,Purple spherical allium flowers,0.98,False,0.95,0.9524,,"All images show allium plants with distinctive purple globe-shaped flower heads on tall stems, consistently captured across various garden settings and bloom stages."
5316,Iris flowers with gradient petals,0.95,False,0.95,0.9524,,All images show iris flowers characterized by ruffled petals with color gradients transitioning from yellow/white at the base to purple/pink at the tips.
5258,Orchid flowers,0.98,False,0.95,0.9474,,"All 16 images show orchids with their characteristic bilateral symmetry, distinctive labellum (lip), and central column structure across various species and colors."
5267,Beverages in clear glasses with ice,0.95,False,0.95,0.9524,,"All images show drinks served in transparent glasses, most containing ice cubes, with varied colored liquids ranging from clear to amber to dark brown."
5271,fungal fruiting bodies with porous undersides,0.95,False,0.95,0.9474,,"All images show mushrooms or fungi with characteristic pore-covered undersurfaces (rather than gills), displaying the distinctive honeycomb-like texture pattern."
5311,Guinness beer branding and logo,0.98,False,0.95,0.9474,,"All images show Guinness beer bottles, cans, or product packaging with the distinctive harp logo and branding."
5357,liquid water in transparent containers,0.92,False,0.95,0.9474,,Images show clear or tinted water/liquids in various glass vessels with visible surface reflections and transparency.
5364,Communication and cellular transmission towers,0.95,False,0.95,0.9474,,All images show tall lattice or monopole structures with attached antennas and satellite dishes used for wireless communications and broadcasting.
5358,Eggs,0.98,False,0.95,0.9474,,"All images prominently feature eggs in various contexts, colors, and arrangements, with the oval shape and texture being the core visual concept."
5374,Dense urban cityscape aerial view,0.95,False,0.95,0.9524,,"All images show high-altitude perspectives of densely packed cities with buildings, streets, and urban infrastructure dominating the frame."
5237,Television screens or displays,0.95,False,0.95,0.9474,,All 16 images show flat-screen televisions with dark/black screens and visible bezels and stands at the bottom.
5333,Classical Greek temples with columns,0.95,False,0.95,0.9524,,"All images feature ancient Greek or Greco-Roman architectural structures characterized by prominent rows of vertical columns supporting pediments, including the Parthenon and similar temples."
5351,Coastal cliffs overlooking water,0.92,False,0.95,0.9474,,"All images feature elevated rocky or grassy cliffs adjacent to ocean/sea with views of beaches, coves, or coastal landscapes."
5366,Double-petaled daffodils and narcissus flowers,0.92,False,0.95,0.9474,,"All images show daffodil/narcissus flowers with characteristic double or ruffled petals in yellow, white, or bicolor varieties."
5387,Chain-link fencing enclosures,0.92,False,0.95,0.9474,,"Images consistently feature chain-link fences in various settings including sports fields, residential areas, and outdoor spaces, often enclosing areas with grass or trees."
5386,White snowdrop flowers,0.95,False,0.95,0.9474,,All images show white bell-shaped drooping flowers (Galanthus/snowdrops) with green stems in various garden settings and natural environments.
5300,Sea sponges,0.92,False,0.95,0.9474,,"All images show various colorful sea sponges with characteristic porous, bumpy textures in underwater reef environments."
5380,Modern multi-story office buildings,0.92,False,0.95,0.9474,,"All images depict contemporary commercial or residential high-rise buildings with glass, metal, and concrete facades, typically 5+ stories tall."
5391,Liquid beverages in containers,0.85,False,0.95,0.9524,,"Images consistently show various drinks (juices, wine, sparkling drinks, smoothies) in bottles, jars, and glasses with visible liquid contents."
5400,beer bottles and packaging,0.95,False,0.95,0.9474,,"All images show beer bottles, either individual bottles with labels or multiple bottles grouped together, with characteristic brown glass and beer-style labeling."
5396,Person riding horse,0.95,False,0.95,0.9524,,"All images show a human rider mounted on a horse, varying in setting, discipline, and horse color/breed."
5323,Blue and purple flowers,0.95,False,0.95,0.9474,,"All images feature small, delicate flowers in shades of blue, purple, or lavender with visible yellow stamens in the center."
5415,Vitamin and dietary supplement bottles,0.95,False,0.95,0.9524,,"All images show pharmaceutical/nutritional supplement containers with white or colored plastic bottles and packaging, representing various vitamin and health supplement products."
5399,Foxglove flowers with spotted throats,0.92,False,0.95,0.9474,,"All images show tubular or bell-shaped flowers characteristic of foxglove (Digitalis), predominantly featuring distinctive spotted or speckled patterns in the flower throats in white, cream, pink, and purple varieties."
5426,Dense rounded tree canopy,0.95,False,0.95,0.9474,,"All images feature trees with full, spherical or hemispherical green foliage forming dense, compact crowns."
5382,Jelly beans or candy balls,0.95,False,0.95,0.9524,,"All images show close-up arrangements of small, round, colorful candy pieces with glossy surfaces, consistently featuring jelly beans or similar spherical confections in bright multi-colors."
5365,Fluorescent microscopy cellular structures,0.85,False,0.95,0.9474,,"Images show fluorescently labeled cells or cellular components with bright emissions against dark backgrounds, typical of immunofluorescence or confocal microscopy imaging."
5371,Flowering cherry blossom trees,0.95,False,0.95,0.9474,,"Nearly all images show pink/purple flowering cherry trees (sakura) in bloom, with characteristic branching patterns and dense floral clusters against blue skies."
5455,Peas in pod,0.98,False,0.95,0.9474,,"All images show green peas contained within their protective pod shells, with spherical pea shapes visible through or within the green pod."
5361,White flowers with yellow centers,0.95,False,0.95,0.9524,,"All images show small white flowers, typically with yellow stamens or centers, appearing to be from the Ranunculaceae or similar plant families."
5356,Carnivorous pitcher plants,0.92,False,0.95,0.9474,,"All images show distinctive tubular or pitcher-shaped leaves characteristic of carnivorous plants, primarily Nepenthes species, with their characteristic modified leaves that function as traps."
5352,Pink flowering tree blossoms,0.95,False,0.95,0.9524,,"All images show pink/magenta flowers blooming on tree branches, primarily plum or cherry blossoms shot against sky backgrounds."
5462,Mixed legumes and dried beans,0.95,False,0.95,0.9474,,"All images show various types of dried beans, lentils, peas, and legumes mixed together in bulk, featuring diverse colors and shapes characteristic of bean varieties."
5449,Plant stems and stalks,0.92,False,0.95,0.9474,,"Images predominantly feature elongated green or colored plant stems, stalks, and shoots in various plants including herbs, vegetables, and garden plants."
5436,Ice skating activity,0.95,False,0.95,0.9524,,"All images show people ice skating on frozen rinks, many wearing red skates, in various outdoor public skating venues."
5450,Flowering plants and blooms,0.92,False,0.95,0.9524,,"All images feature various types of flowers in different stages of bloom, colors, and arrangements, from single stems to dense clusters."
5466,Male faces and portraits,0.85,False,0.95,0.9524,,"All 16 images feature close-up portraits of adult men's faces, primarily from headshots or event photography."
5429,Digital thermometer with display,0.95,False,0.95,0.9474,,"All images show handheld or standalone digital thermometers with LCD screens displaying temperature readings, many with probe sensors."
5463,Bottles arranged in rows,0.95,False,0.95,0.9474,,"All images show multiple bottles (alcoholic beverages, water, etc.) densely packed or lined up together, with emphasis on repetition and arrangement."
5485,Teepee or cone-shaped building,0.95,False,0.95,0.9474,,"All images show distinctive white conical/teepee-shaped structures, typically with red triangular doorways and decorative band details near the base."
5413,Rose flowers blooming,0.98,False,0.95,0.9474,,"All 16 images feature roses in various colors (red, pink, magenta, orange, yellow) at different stages of bloom, often arranged with complementary foliage or baby's breath."
5378,Magnolia flowers,0.85,False,0.95,0.9474,,"Images consistently show magnolia blossoms with characteristic large, delicate petals in pink, purple, white, yellow, and red hues, often with visible central reproductive structures."
5447,Studio monitor speakers,0.95,False,0.95,0.9524,,"All images show near-identical compact studio monitoring speakers with distinctive white woofers, tweeter arrays, and dark colored cabinets in various shades."
5437,Eroded mountainous badlands terrain,0.95,False,0.95,0.9524,,"All images show heavily eroded arid landscapes with distinctive gullied, ridged, and colorfully striated badlands formations characteristic of semi-arid mountain regions."
5420,Action figures and miniature collectibles,0.92,False,0.95,0.9474,,"All images show painted miniature figurines and action figures of various franchises (Warhammer, Star Wars, LEGO, Transformers) displayed as collectibles."
5504,Bright yellow clustered flowers,0.98,False,0.95,0.9524,,"All images show dense, spherical or pompom-like yellow flower clusters, likely mimosa or similar flowering plants with characteristic ball-shaped inflorescences."
5505,Modern glass and steel building facades,0.92,False,0.95,0.9474,,"All images show contemporary architectural structures with prominent geometric patterns created by windows, grids, and reflective surfaces characteristic of modern high-rise buildings."
5445,White flowers on green moss/plants,0.92,False,0.95,0.9474,,"All images show small white flowers growing among dense green moss, lichen, or low vegetation in natural settings."
5472,Lichen and moss on surfaces,0.92,False,0.95,0.9524,,"Images consistently show various colored lichen and moss growths (green, yellow, gray) covering rock, bark, and other weathered surfaces."
5522,Purple pink flowering plants,0.95,False,0.95,0.9524,,"All images feature clusters of small purple, pink, or magenta flowers in dense arrangements, representing various flowering plant species like phlox, petunias, and similar ornamental flowers."
5475,wooden furniture tables,0.95,False,0.95,0.9474,,"All images show various wooden table designs including dining tables, side tables, and stools made from different wood types and finishes."
5414,Pink and purple flowers with thin petals,0.92,False,0.95,0.9474,,"The montage predominantly features flowers in pink, purple, and lavender tones with thin, spiky or wispy petals, including varieties like cornflowers, thistles, and similar wildflowers."
