feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
11023,Ornamental foliage plants with patterned leaves,0.92,False,1.0,1.0,,"Images predominantly feature decorative houseplants (coleus, caladium, begonia varieties) characterized by intricate leaf patterns combining contrasting colors like purple, pink, white, and green."
11024,Purple iris flowers,0.92,False,1.0,1.0,,All images show iris flowers with characteristic purple/blue coloring and distinctive flower structure in various natural settings.
11017,Protea flower heads with spiky bracts,0.95,False,1.0,1.0,,"All images show Protea flowers characterized by prominent spiky/needle-like outer bracts surrounding a dense, textured central dome, with vivid coloring ranging from pink to purple to orange."
11002,Tall columnar or upright trees,0.92,False,1.0,1.0,,"All images feature trees with a distinctive vertical, columnar growth form, including poplar trees and similar species with narrow, upright silhouettes."
11019,Books and printed publications,0.95,False,1.0,1.0,,"All images show collections of books, magazines, dictionaries, and other printed materials stacked or displayed together."
11043,Catkin flower structures on branches,0.92,False,1.0,1.0,,"All images show characteristic fuzzy, elongated catkin inflorescences (likely willow, birch, or similar trees) with fine stamens creating a brushlike appearance on woody stems."
11039,Orchid flowers with contrasting centers,0.92,False,1.0,1.0,,"All images show orchid flowers characterized by distinctive bi-colored or multi-colored petals with prominent contrasting centers, typically featuring warm tones (yellow, orange, red) in the center against white, pink, or pale backgrounds."
11048,Small delicate flowers with visible stamens,0.92,False,1.0,1.0,,"All images show small wildflowers or alpine flowers with prominent yellow or greenish central stamens, typically with 5-6 petals in white, pink, or purple tones."
11062,Small delicate flowers with radial petals,0.92,False,1.0,1.0,,"The images predominantly feature small wildflowers and alpine/woodland flowers characterized by thin, radiating petals arranged in star-like patterns, often white or pale blue in color."
10980,Muscle cars and performance vehicles,0.85,False,1.0,1.0,,"Images predominantly feature American muscle cars (Mustangs, Camaros, Chargers) and high-performance vehicles characterized by aggressive styling, prominent front grilles, and sporty design elements."
11049,Steep rocky mountain peaks and cliffs,0.92,False,1.0,1.0,,"All images feature prominent vertical or near-vertical rocky formations, including cliff faces, alpine peaks, and jagged mountain summits with exposed rock."
11112,Indoor potted plants,0.95,False,1.0,1.0,,"All images prominently feature houseplants in containers displayed in interior domestic spaces, with consistent emphasis on foliage and botanical elements as central visual subjects."
11115,Classic and vintage vehicles,0.92,False,1.0,1.0,,"All 16 images show antique or vintage cars and trucks from approximately the 1930s-1950s era, characterized by rounded bodies, distinctive styling, and nostalgic automotive design."
11081,Peacock with display tail feathers,0.98,False,1.0,1.0,,"All images show peacocks (peafowl) with their characteristic vibrant blue heads and necks, accompanied by their distinctive iridescent tail feathers displaying eyespots in various spread configurations."
11093,Palm trees viewed from below,0.95,False,1.0,1.0,,All images show upward-looking perspectives of palm trees with characteristic radiating fronds and tall trunks against sky.
11096,Mushroom gills and underside structure,0.95,False,1.0,1.0,,"All images prominently feature the gill or lamellae structures of mushrooms, shown from underneath or in cross-section, displaying the characteristic radial ridged pattern."
11124,Four-petaled or star-shaped flowers,0.92,False,1.0,1.0,,"Images show flowers with distinctive four to six pointed/petaled shapes in various colors including red, blue, yellow, purple, and pink, displayed in natural outdoor settings."
11071,Peony flowers,0.92,False,1.0,1.0,,"All images show full, ruffled peony blooms with characteristic layered petals in pink, red, and white varieties growing in garden settings."
11144,Bamboo forest and stalks,0.95,False,1.0,1.0,,All images show dense bamboo groves or close-ups of bamboo culms with characteristic vertical striations and segmented structure.
11075,Sailboats with white sails,0.98,False,1.0,1.0,,All images feature sailing vessels with prominent white or light-colored sails as the primary visual element.
11094,Analog meter instruments with needle dials,0.92,False,1.0,1.0,,"All images show vintage/analog measuring instruments featuring prominent needle gauges on dial faces, including multimeters, SWR meters, and radio frequency measurement devices."
11142,Steel truss bridges over water,0.95,False,1.0,1.0,,"All images show distinctive latticed steel truss bridge structures spanning rivers or waterways, characterized by their recognizable geometric steel framework design."
11129,Military tanks,0.98,False,1.0,1.0,,"All images show various models of military tanks, primarily from different eras and nations, featuring the characteristic rotating turret and main gun barrel."
11066,Wine bottle labels,0.95,False,1.0,1.0,,All 16 images show close-up photographs of wine bottle labels from various regions and vintages.
11153,alcohol bottles and spirits,0.92,False,1.0,1.0,,"Images predominantly feature various wine and liquor bottles, displaying labels, dark glass containers, and alcoholic beverage packaging across multiple product types."
11107,Anthurium flowers with spadix,0.92,False,1.0,1.0,,"All images show anthurium flowers characterized by a prominent spadix (the textured spike) protruding from a colorful spathe in various colors including red, pink, yellow, and green."
11152,Round fruits on branches with foliage,0.85,False,1.0,1.0,,"The images predominantly show spherical fruits (medlars, loquats, berries, stone fruits) clustered on tree branches surrounded by green foliage, with consistent visual patterns of round shapes against leafy backgrounds."
11174,Sunglasses,0.98,False,1.0,1.0,,"All 16 images show various styles of sunglasses with different frames, lens colors, and designs."
11175,Yellow flowers,0.95,False,1.0,1.0,,"All 16 images show bright yellow flowers with varying petal counts and flower sizes, consistently displayed against green foliage."
11186,Beer bottles,0.95,False,1.0,1.0,,"All images feature beer bottles as the dominant visual element, with various brands, colors, and styles of beer packaging."
11181,Red clover flowers,0.92,False,1.0,1.0,,"All images show dense clusters of distinctive red/pink fuzzy spherical flower heads characteristic of clover plants, particularly red clover (Trifolium pratense)."
11230,Human hands and palms,0.95,False,1.0,1.0,,"All 16 images show human hands from various angles, positions, skin tones, and lighting conditions, including open palms, fists, and finger details."
11225,Soup or creamy liquid food in bowls,0.95,False,1.0,1.0,,"All images show various types of soups, broths, or creamy dishes served in bowls, with visible liquid or semi-liquid consistency."
11217,Leaves with visible veins or texture,0.85,False,1.0,1.0,,"Images predominantly show plant leaves with prominent venation patterns, ranging from green to autumn colors, where the vein structure or textural details of the leaf surface are visually prominent."
11231,celery stalks and leafy green vegetables,0.85,False,1.0,1.0,,"The images predominantly show celery with its characteristic pale green ribbed stalks and leafy tops, along with other leafy greens like lettuce and similar vegetables."
11229,Green round fruits on trees,0.92,False,1.0,1.0,,"All images feature spherical green fruits (likely mangoes, breadfruits, or similar tropical fruits) hanging from branches with characteristic foliage."
11143,Dense green vegetation and foliage,0.85,False,1.0,1.0,,"All images feature thick clusters of green leaves, plants, and vegetation in various natural settings including gardens, forests, and wild growth areas."
11269,Yellow tulips,0.98,False,1.0,1.0,,"All images consistently feature yellow tulip flowers, either in fields, close-ups, or various lighting conditions."
11205,Colorful small spherical beads,0.95,False,1.0,1.0,,"Nearly all images feature multicolored small round beads, either loose, in containers, or being held, with prominent rainbow or vibrant color patterns."
11267,Blue wildflowers in natural fields,0.95,False,1.0,1.0,,"Nearly all images show blue/purple flowering plants (likely lupines or similar wildflowers) in natural outdoor settings, from dense clusters to scattered displays across meadows and landscapes."
11285,Gothic cathedral vaulted ceilings,0.95,False,1.0,1.0,,"All images show the interior of gothic cathedrals with characteristic ribbed vaults, soaring arches, and symmetric perspective views down the nave."
11323,Market stalls and shop displays,0.85,False,1.0,1.0,,"Images consistently show crowded retail environments with densely arranged merchandise, products, and collectibles on shelves, tables, and stands in market or shop settings."
11293,Crocus flowers,0.95,False,1.0,1.0,,"All images show crocus flowers with characteristic cup-shaped petals in purple, white, or bi-colored varieties with prominent yellow/orange stamens."
11346,flowering plants and blooms,0.92,False,1.0,1.0,,"All images prominently feature flowers in various colors, arrangements, and contexts including gardens, potted plants, and bouquets."
11331,Flowering plants and blooms,0.92,False,1.0,1.0,,"All images contain dense clusters of colorful flowers in bloom, predominantly pink, purple, yellow, and white varieties in garden or field settings."
11283,Purple clustered flowers,0.95,False,1.0,1.0,,"Nearly all images show dense clusters of small purple/lavender flowers, primarily aster or similar flowers with rounded, pompom-like blooms grouped together."
11290,avocado pit/seed,0.98,False,1.0,1.0,,All images show cross-sections or halves of avocados with their distinctive large brown seed/pit prominently featured.
11264,Dried hanging peppers and chili strings,0.85,False,1.0,1.0,,"Images predominantly show dried red chilies/peppers hanging in bundles or strands, a common culinary preparation and decorative arrangement."
11347,cocktails and mixed drinks,0.92,False,1.0,1.0,,"All images show various alcoholic beverages served in glasses, featuring diverse colors from red/pink to amber to clear, representing different cocktail types."
11328,herbaceous green foliage and leaves,0.92,False,1.0,1.0,,"All images show close-up views of green leafy plants, herbs, or low-growing vegetation with various leaf shapes and textures."
11309,Astronomical deep space imagery,0.85,False,1.0,1.0,,"All images are telescope observations of celestial objects including galaxies, star clusters, nebulae, and stellar fields captured at various wavelengths."
11344,Dense pink and red flowering plants,0.95,False,1.0,1.0,,"All images show densely packed flowers in pink, magenta, red, or purple hues, predominantly bougainvillea or similar flowering shrubs."
11351,Purple water lily flowers,0.85,False,1.0,1.0,,"All images show purple or lavender-colored aquatic flowers with characteristic broad petals and central stamens, typical of water lilies or similar aquatic blooms."
11355,Plowed agricultural rows and furrows,0.95,False,1.0,1.0,,"All images show distinctive linear patterns of cultivated soil rows or crop lines extending into the distance, a consistent agricultural feature across diverse crops and soil conditions."
11352,Red apples on trees,0.95,False,1.0,1.0,,"All images show ripe red/reddish apples hanging from branches with green foliage, captured in various orchard and garden settings."
11399,Marigold flowers,0.95,False,1.0,1.0,,"All images consistently show marigold flowers with their characteristic dense, layered petals in yellow, orange, and red tones, arranged in various garden settings."
11390,Baby walkers with colorful seats,0.95,False,1.0,1.0,,All images show infant walkers (mobility devices for babies) with various colored plastic bases and padded activity trays.
11426,Melons and elongated gourds,0.85,False,1.0,1.0,,"Images show various types of melons (cantaloupe, honeydew, papaya) and elongated cucurbit fruits with characteristic oval or elongated shapes and smooth/ridged surfaces."
11383,Residential houses with trees,0.72,True,1.0,1.0,,"Images predominantly show residential buildings paired with or adjacent to trees, though some tiles focus primarily on buildings (2, 5, 15) or trees (6, 7, 11) alone, suggesting the feature may capture either houses with vegetation or architectural/botanical elements separately."
11408,Blue flowers with visible stamens,0.95,False,1.0,1.0,,"All images show blue or purple flowers prominently displaying white or yellow stamens in the center, most commonly appearing to be Veronica or similar small blue flowering plants."
11449,Magenta/pink daisy-like flowers,0.95,False,1.0,1.0,,"All images show bright magenta to hot pink flowers with radial petals and dark centers, primarily Osteospermum or similar daisy-family blooms."
11454,Daisy flowers with yellow centers,0.98,False,1.0,1.0,,All 16 images show daisy-type flowers characterized by white petals radiating from prominent yellow disk centers.
11453,Orange citrus fruits on trees,0.95,False,1.0,1.0,,"All images consistently show orange-colored citrus fruits (oranges, kumquats, or similar) with green foliage and branches, depicting the fruit in its natural growing state."
11425,Thistle flower heads and buds,0.92,False,1.0,1.0,,"All images show thistle plants at various growth stages, characterized by distinctive spiky, spherical or elongated flower heads in purple, pink, or white colors with prominent protruding spines."
11538,Pizza,0.98,False,1.0,1.0,,"All 16 images show pizza in various styles, preparations, and settings, with characteristic melted cheese, tomato sauce, and toppings visible throughout."
11537,mint and herb foliage,0.92,False,1.0,1.0,,"All images show dense, textured green leafy plants characteristic of mint family herbs (Mentha) and similar culinary/medicinal herbs with wrinkled, rounded leaves."
11492,Clustered pink and purple flowers,0.95,False,1.0,1.0,,"All images show dense clusters of small pink, purple, or white flowers with yellow centers, characteristic of phlox or similar flowering plants."
11481,Grass seed heads and inflorescences,0.95,False,1.0,1.0,,"All images consistently show elongated, spike-like flowering structures typical of grasses and grass-like plants with distinctive bristly or feathery seed heads."
11511,Purple and blue flowers,0.92,False,1.0,1.0,,"All images show clusters or blooms of purple, violet, or blue colored flowers, predominantly small delicate petals arranged in dense flowering patterns."
11522,Tugboats and work vessels,0.92,False,1.0,1.0,,"All images show industrial tugboats, pushboats, and harbor work vessels used for towing and marine operations."
11519,Alpine mountain huts and chalets,0.92,False,1.0,1.0,,"These images consistently show rustic wooden or stone buildings situated in high-altitude alpine environments with mountains, meadows, and pastoral landscapes."
11535,Athletic footwear shoes,0.95,False,1.0,1.0,,"All images depict various types of athletic and sports shoes including soccer cleats, basketball shoes, hiking boots, golf shoes, and training footwear."
11487,Dense low vegetation and undergrowth,0.85,False,1.0,1.0,,"Images consistently show thick, tangled masses of small-leaved plants, shrubs, and groundcover, often with white-barked trees or yellow flowering elements interspersed throughout natural woodland understory scenes."
11528,Purple and violet asters,0.92,False,1.0,1.0,,"All images show aster flowers with characteristic purple/violet petals radiating from yellow disk centers, a distinctive daisy-like flower type."
11501,Sundial with shadow casting object,0.92,False,1.0,1.0,,All images feature sundials or similar circular time-measuring instruments with prominent gnomon shadows creating patterns on calibrated dials.
11524,Purple blue flowers on green stems,0.95,False,1.0,1.0,,"All images feature clustered purple-blue flowers with visible green foliage and stems, consistent across different plant species and compositions."
11493,Modern trams and streetcars,0.95,False,1.0,1.0,,All images feature contemporary electric trams/light rail vehicles operating in urban European settings with distinctive curved or modern designs.
11566,Water management infrastructure and dams,0.92,False,1.0,1.0,,"Images consistently show dams, weirs, locks, and water control structures across rivers and waterways, featuring concrete/stone barriers that regulate or impound water flow."
11580,Wedding ceremonies and bride portraits,0.95,False,1.0,1.0,,"All images depict wedding events with brides in white dresses, grooms in formal attire, and wedding-related celebrations and ceremonies."
11530,Industrial work vessels and ships,0.92,False,1.0,1.0,,"All images show commercial and industrial maritime vessels including supply ships, tugs, coast guard cutters, and offshore support vessels, characterized by functional design and prominent deck equipment."
11587,Potted houseplants with broad leaves,0.95,False,1.0,1.0,,"All images show indoor potted plants featuring characteristic broad, elongated green leaves in various containers and lighting conditions."
11583,Pink and red flowers with prominent stamens,0.95,False,1.0,1.0,,"All images feature flowering plants in pink, magenta, or red tones with visible yellow/white centers or stamens as a key visual characteristic."
11555,Yellow flowers clustered in dense inflorescences,0.92,False,1.0,1.0,,"All images show small yellow flowers grouped in tight, compact clusters or panicles, characteristic of wildflower or herbaceous plants."
11575,Light bulbs and spherical light sources,0.95,False,1.0,1.0,,"All images feature artificial light bulbs or glowing spherical light-emitting objects, including LED bulbs, incandescent bulbs, and luminous orbs."
11608,Mushrooms and fungi,0.98,False,1.0,1.0,,All 16 images show various species of mushrooms and toadstools growing in natural forest/ground settings with visible caps and stems.
11642,strawberries,0.98,False,1.0,1.0,,"All images show strawberries in various stages of ripeness and growth, from unripe green berries to fully red ripe fruit, often with green foliage visible."
11653,Purple and blue flowers blooming,0.95,False,1.0,1.0,,"All images consistently show purple, violet, or blue flowering plants in various garden settings and bloom densities."
11651,wading birds in wetland habitats,0.95,False,1.0,1.0,,"All 16 images feature white or light-colored wading birds (primarily herons and egrets) in shallow water, marshes, or wetland environments."
11645,Vehicle engine clutch components,0.92,False,1.0,1.0,,"All images show automotive clutch plates, flywheels, and pressure plates with characteristic circular concentric patterns and radial symmetry."
11618,Rectangular pencil cases or boxes,0.85,False,1.0,1.0,,"Images consistently show elongated rectangular containers, pouches, and cases that appear to be pencil cases, makeup bags, or similar small storage boxes with various colors and textures."
11640,Spiky thistle flowers,0.95,False,1.0,1.0,,"All images show thistles or thistle-like flowers with characteristic radial spiky petals in purple, pink, or magenta colors."
11603,Cargo truck trailers and boxes,0.95,False,1.0,1.0,,"All images show commercial transport vehicles with cargo beds, trailers, or box containers used for freight hauling."
11657,Stained glass windows,0.98,False,1.0,1.0,,"All images show characteristic stained glass window designs with colored glass panels, lead caming patterns, and religious/decorative imagery typical of church windows."
11669,Red berries in bulk,0.95,False,1.0,1.0,,"All images show densely packed red/pink berries (currants, raspberries, or similar small round fruits) either fresh or in cooking containers."
11617,Passenger trains,0.95,False,1.0,1.0,,"All images show various passenger rail vehicles, predominantly yellow/orange and white colored trains used for public transportation."
11678,Yellow flowers with round petals,0.95,False,1.0,1.0,,"All images show bright yellow flowers with distinctive round or cup-shaped petals, characteristic of buttercup-family plants like Ranunculus species."
11689,Cabbage leaf veins and texture,0.95,False,1.0,1.0,,All images show close-up views of cabbage leaves highlighting their distinctive reticulated vein patterns and crinkled surface texture.
11692,Purple flowering plants in grass,0.95,False,1.0,1.0,,"All images consistently show purple/violet flowers blooming among green foliage and grass, with some featuring pollinators like bees."
11674,Analog gauge meters and dials,0.95,False,1.0,1.0,,"All images show circular analog instruments with needles and numerical scales, primarily automotive gauges measuring voltage, temperature, or engine parameters."
11691,Tile grid patterns and textures,0.92,False,1.0,1.0,,"All images show regular square tile arrangements with varying colors, materials, and finishes commonly found in bathrooms, kitchens, and decorative surfaces."
11711,Long white beards on men,0.95,False,1.0,1.0,,Nearly all images feature men with prominent long white or gray beards as the dominant visual element.
11733,Office chairs,0.98,False,1.0,1.0,,"All 16 images show ergonomic task/office chairs with wheels, armrests, and adjustable heights in various colors and designs."
11688,Small clustered flowers with visible stamens,0.92,False,1.0,1.0,,"All images show compact, densely-packed flowers (primarily in red/pink/magenta tones) with characteristic visible central stamens or reproductive structures, typical of flowering plants like begonias or similar ornamental species."
11699,Iris flowers with prominent beards,0.95,False,1.0,1.0,,"All images show iris flowers characterized by their distinctive fuzzy, hair-like structures (beards) on the falls, typically in purple, yellow, or white color combinations."
11764,Iris flowers,0.95,False,1.0,1.0,,"All images feature iris flowers in various colors and settings, characterized by their distinctive petal structure and growth pattern in garden environments."
11696,Red berries on branches,0.95,False,1.0,1.0,,"All images show clustered red or reddish berries (currants, rowan berries, or similar fruits) growing on branches with green foliage."
11759,Analog pressure gauges,0.92,False,1.0,1.0,,"All images show analog pressure measurement instruments with circular dials and needle indicators, used in various applications from diving to industrial settings."
11708,Human faces and facial features,0.95,False,1.0,1.0,,"All 16 images are close-up portraits of human faces, consistently showing facial structure, expressions, and features."
11766,Railroad tracks receding into distance,0.98,False,1.0,1.0,,All 16 images show railway/railroad tracks photographed from a frontal perspective with strong linear perspective converging toward the horizon.
11747,Thistle or spiky composite flowers,0.92,False,1.0,1.0,,"All images show flowers with characteristic spiky, bristly petals radiating from a central disk, typical of thistles, asters, and related Asteraceae family flowers."
11772,Yellow dandelion flowers,0.95,False,1.0,1.0,,"All images feature yellow dandelion flowers (Taraxacum) in various stages and settings, from close-ups to meadow scenes."
11626,Satellite dishes,0.98,False,1.0,1.0,,"All images show parabolic satellite dishes used for television and telecommunications reception, characterized by their distinctive round/oval white concave shape and mounting hardware."
11725,Peanuts,0.95,False,1.0,1.0,,"All images show peanuts in their shells or shelled form, with varying colors and arrangements, consistently activating this feature."
11738,Purple lavender flowers,0.95,False,1.0,1.0,,"All images show purple/violet colored lavender flowers, often with bees or insects visiting them, displaying the characteristic dense spike inflorescence."
11717,Drooping or weeping foliage clusters,0.85,False,1.0,1.0,,"Most images show plants with characteristic pendulous, cascading, or drooping leaf formations, particularly visible in weeping trees and shrubs with hanging branches or inflorescences."
11779,Blue flowers,0.98,False,1.0,1.0,,"All images show blue or blue-purple flowering plants, predominantly morning glories or similar trumpet-shaped blue flowers in garden/outdoor settings."
11728,Armored military vehicles and tanks,0.95,False,1.0,1.0,,"All images show tracked or wheeled military vehicles including APCs, tanks, and armored personnel carriers in various camouflage patterns and conditions."
11795,Exposed wooden beam structures,0.92,False,1.0,1.0,,"Images consistently show timber framing, wooden beams, and structural wooden elements in various architectural contexts like barns, churches, and interior spaces."
11789,Spiral or coiled shapes,0.95,False,1.0,1.0,,"All images feature tightly coiled or spiral-shaped structures, primarily plant tendrils and fern fiddleheads with characteristic yellow-green coloring."
11804,Red flowering tree blossoms,0.98,False,1.0,1.0,,"All images show red or reddish-orange flowers blooming on dark branches, characteristic of ornamental flowering trees like crabapple or rhododendron."
11810,Yellow dandelion flowers,0.95,False,1.0,1.0,,"All images prominently feature bright yellow dandelion flowers in various stages of bloom, often with green stems and foliage visible."
11714,Baseball players in fielding positions,0.92,False,1.0,1.0,,"Images consistently show baseball players in defensive stances, crouching, diving, or ready positions on the field during gameplay."
11828,Horses and people interacting,0.92,False,1.0,1.0,,"All images show horses in close proximity with humans, typically in ranch or rural settings, often depicting caregiving, handling, or training activities."
11822,Radial stamen structures in flowers,0.92,False,1.0,1.0,,"Images consistently show flowers with prominent, radiating stamen filaments extending outward from the center, creating distinctive spike-like or burst patterns."
11846,Lavender flowers,0.95,False,1.0,1.0,,"All images show purple/violet flowering plants with characteristic lavender spike-like blooms and narrow green foliage, consistently across varied garden settings and compositions."
11840,Tents and portable shelters,0.95,False,1.0,1.0,,"All 16 images show various types of tents, canopies, and temporary fabric shelters used for camping or outdoor activities."
11858,Tall ship masts and rigging,0.95,False,1.0,1.0,,"All images feature distinctive tall ship or pirate ship structures with prominent vertical masts, red/brown crossbeams, and complex rigging systems."
11876,Purple/magenta flowers with yellow centers,0.95,False,1.0,1.0,,"All images feature daisy-like or aster-like flowers predominantly in purple/magenta/violet hues with bright yellow or golden centers, often with insects visiting them."
11873,Trees and forest canopy,0.92,False,1.0,1.0,,"All images feature prominent tree canopies or forest scenes, with varying seasonal colors from autumn oranges to summer greens, dominated by the visual structure of deciduous and coniferous tree foliage."
11870,Horse heads and faces,0.95,False,1.0,1.0,,"All images prominently feature close-up or frontal views of horse heads, focusing on their distinctive facial features, ears, and expressions."
11874,Human face close-up portrait,0.92,False,1.0,1.0,,All 16 images are tight facial portraits or headshots of people looking directly at or near the camera.
11896,Daisy-like flowers with contrasting centers,0.95,False,1.0,1.0,,"All images feature densely packed flowers with prominent white, yellow, or contrasting colored centers against colored petals, characteristic of daisies and similar composite flowers."
11892,Deeply lobed or dissected leaf shapes,0.85,False,1.0,1.0,,"These images predominantly feature plants with characteristic deeply cut, lobed, or finely divided foliage, including oak leaves, maple leaves, and similar compound or palmate leaf structures."
11899,Classic vintage car headlights,0.92,False,1.0,1.0,,All images prominently feature the distinctive round dual headlights characteristic of classic and vintage automobiles from the 1960s-1980s.
11893,Theater marquee signage,0.92,False,1.0,1.0,,"All images feature prominent theater building facades with illuminated marquee signs displaying text, characteristic of historic cinema architecture."
11889,Pink to purple flowering plants,0.95,False,1.0,1.0,,"All images show flowers with pink, magenta, or purple coloration, primarily herbaceous flowering plants with clustered or spike-like flower arrangements."
11908,Pansy flowers with contrasting petal colors,0.95,False,1.0,1.0,,All images show pansy flowers (Viola × wittrockiana) characterized by distinctive multicolored petals with contrasting yellow centers and purple/violet outer petals.
11931,Small white flowers on plants,0.92,False,1.0,1.0,,"All images consistently feature delicate white or pale flowers in dense clusters on herbaceous plants, with green foliage and stems visible throughout."
11969,Large ships and maritime vessels,0.95,False,1.0,1.0,,"All images prominently feature large ships, ferries, cargo vessels, or cruise ships in water environments."
11947,Linear metal tools and implements,0.92,False,1.0,1.0,,"All images show elongated, slender metal implements including rods, wires, picks, screwdrivers, and other hand tools photographed against white backgrounds."
11975,Supplement and vitamin bottles,0.95,False,1.0,1.0,,"All images show packaged dietary supplements, vitamins, and health products in cylindrical or rectangular bottle containers with branded labels."
11934,Small clustered flowers with radiating petals,0.92,False,1.0,1.0,,"All images show flowers arranged in umbel or flat-topped clusters with distinctive radiating petal patterns, typically in blue, white, or purple colors."
11942,Amanita muscaria mushrooms,0.95,False,1.0,1.0,,All images show the distinctive red/orange caps with white spots characteristic of fly agaric mushrooms at various growth stages.
11966,"Full, layered rose flowers",0.95,False,1.0,1.0,,"All images show roses with densely packed, ruffled petals forming full, rounded blooms in various colors from white to deep red."
11955,Trains and commuter rail vehicles,0.98,False,1.0,1.0,,"All 16 images show various types of trains including passenger trains, commuter trains, trams, and light rail vehicles, with consistent emphasis on the front/side profile of these rail-based transportation systems."
11914,Layered cake cross-sections,0.95,False,1.0,1.0,,"All images show cakes with distinct visible layers of different textures and colors, typically featuring cake, filling, and frosting strata."
11990,lit candles with flames,0.98,False,1.0,1.0,,"All images show burning candles with visible flames, primarily in warm golden and red tones, depicting the characteristic glow and light of lit candles."
11956,Forest with open understory and grass,0.87,False,1.0,1.0,,"All images show wooded areas with sparse tree coverage and visible green grass or vegetation on the forest floor, typically characteristic of managed or naturally open forests."
11991,Small white clustered flowers,0.92,False,1.0,1.0,,"The feature activates strongly on flowers with small white petals arranged in dense clusters or masses, commonly seen in ground cover and wildflower plants."
11994,Gerbera daisy flowers,0.92,False,1.0,1.0,,"All images show gerbera daisies with characteristic radial petal arrangement in warm orange and yellow tones, many with pollinators."
11973,narrow gorge or canyon,0.95,False,1.0,1.0,,"All images feature steep rock walls forming narrow valleys or canyons, often with water running through them and vegetation on the slopes."
12007,Windmills with rotating blades,0.98,False,1.0,1.0,,"All 16 images feature windmills as the primary subject, characterized by prominent rotating blades/sails and traditional architectural structures."
12029,Wooden tables and furniture surfaces,0.92,False,1.0,1.0,,"All images show wooden tables or furniture with prominent flat wooden surfaces, ranging from desks to dining tables to side tables in various wood tones and styles."
12050,Supplement and medication bottles,0.92,False,1.0,1.0,,"All images show various pharmaceutical bottles, vitamins, and dietary supplements with distinctive amber/brown glass or colored plastic containers typical of health products."
12058,Orchid flowers with dark centers,0.95,False,1.0,1.0,,"All images show orchid flowers, primarily in purple/pink tones, with characteristic dark brown or black centers/lips, photographed in natural outdoor settings."
12052,Trackball or pointing device,0.85,False,1.0,1.0,,"These images consistently show handheld computer input devices featuring prominent spherical or ball-like control elements, primarily trackballs and specialized pointing peripherals."
12064,Sunflower flower heads,0.98,False,1.0,1.0,,All images show sunflowers with their characteristic large yellow petals radiating from a distinctive green or brown circular center disk.
12065,Catkins or drooping flower clusters,0.92,False,1.0,1.0,,"All images feature elongated, pendant or drooping reproductive structures characteristic of catkin-bearing plants like birch, alder, and willow."
12075,Dense leafy green vegetation growth,0.92,False,1.0,1.0,,"All images show lush, densely-packed green foliage with visible leaf structures at various scales, from agricultural crops to wild herbaceous plants."
12068,Milk or milk-like beverages,0.95,False,1.0,1.0,,"All images show glasses containing white or near-white opaque liquids, primarily milk and milk-based drinks like milkshakes and smoothies."
12094,Underwear and intimate apparel,0.95,False,1.0,1.0,,"All images show various types of underwear, briefs, and intimate garments worn on the lower torso."
12118,Cookies and baked treats,0.95,False,1.0,1.0,,"All images show various types of cookies with different textures, shapes, and toppings arranged on plates or surfaces."
12104,Blue and purple flowers,0.95,False,1.0,1.0,,"All images feature small clustered or delicate flowers in shades of blue, purple, and violet, appearing to be wildflowers or herbaceous plants."
12119,Vibrant colorful flowers with visible stamens,0.95,False,1.0,1.0,,"All images show bright, warm-colored flowers (red, orange, yellow, pink) with prominent central stamens, primarily appearing to be nasturtiums or similar five-petaled flowering plants."
12112,Artisanal bread with scored surface,0.92,False,1.0,1.0,,"All images show baked bread with characteristic scoring marks, crusty exterior, and flour dusting typical of artisan bread-making."
12121,Small white daisy-like flowers,0.95,False,1.0,1.0,,All images show dense clusters of small white flowers with yellow centers characteristic of asters or similar daisy-family blooms.
12111,Orchid flowers with visible centers,0.95,False,1.0,1.0,,"All images show orchids displaying their characteristic column-like reproductive structure (lip/labellum) with contrasting colored centers, which is the defining feature of orchid morphology."
12126,Fern fronds and pinnate leaves,0.95,False,1.0,1.0,,"All images show the characteristic feathery, pinnately-divided leaf structure of ferns, displayed at various scales and lighting conditions."
12089,Ultrasound medical imaging scans,0.95,False,1.0,1.0,,All images are ultrasound sonogram scans showing various anatomical structures with the characteristic grayscale/colored acoustic patterns and sector/wedge-shaped field of view typical of ultrasound imaging.
12139,Leopard spotted coat pattern,0.98,False,1.0,1.0,,"All images feature leopards or their distinctive rosette spot patterns, with the pattern itself being the primary visual focus."
12125,Yellow flowering shrubs and plants,0.95,False,1.0,1.0,,"All images prominently feature dense clusters of small yellow flowers on bushes or shrubby vegetation, likely including species like gorse, broom, or similar flowering plants."
12148,Small clustered flowering or seed structures,0.72,True,1.0,1.0,,"Images show dense clusters of small flowers, buds, seeds, or seed pods arranged in tight groupings on plants, with variation between delicate blooms and developing seed heads."
12071,Cathedral vaulted ceilings and naves,0.95,False,1.0,1.0,,"All images show the interior of Gothic or classic cathedrals featuring characteristic long naves with arched vaulted ceilings, columned architecture, and nave perspectives leading to the altar."
12188,Tennis rackets,0.98,False,1.0,1.0,,All images show tennis rackets with characteristic oval mesh heads and handles in various colors and angles.
12180,Dolls and doll faces,0.95,False,1.0,1.0,,"All images feature dolls or doll heads with distinctive stylized faces, plastic appearance, and often elaborate clothing and hairstyles."
